Docket Entry ID,Document ID,Description,Label
412281744,425601483,Local Rule 3.2 Annual Reminder Order,order
412281705,425601444,Local Rule 3.2 Annual Reminder Order,order
412281706,425601445,Local Rule 3.2 Annual Reminder Order,order
412281707,425601446,Local Rule 3.2 Annual Reminder Order,order
412281708,425601447,Local Rule 3.2 Annual Reminder Order,order
412281709,425601448,Local Rule 3.2 Annual Reminder Order,order
412281710,425601449,Local Rule 3.2 Annual Reminder Order,order
412281711,425601450,Local Rule 3.2 Annual Reminder Order,order
412281712,425601451,Local Rule 3.2 Annual Reminder Order,order
412281713,425601452,Local Rule 3.2 Annual Reminder Order,order
412281714,425601453,Local Rule 3.2 Annual Reminder Order,order
412281715,425601454,Local Rule 3.2 Annual Reminder Order,order
412281716,425601455,Local Rule 3.2 Annual Reminder Order,order
412281717,425601456,Local Rule 3.2 Annual Reminder Order,order
412281718,425601457,Local Rule 3.2 Annual Reminder Order,order
412281719,425601458,Local Rule 3.2 Annual Reminder Order,order
412281720,425601459,Local Rule 3.2 Annual Reminder Order,order
412281721,425601460,Local Rule 3.2 Annual Reminder Order,order
412281722,425601461,Local Rule 3.2 Annual Reminder Order,order
412281723,425601462,Local Rule 3.2 Annual Reminder Order,order
412281724,425601463,Local Rule 3.2 Annual Reminder Order,order
412281685,425601424,Local Rule 3.2 Annual Reminder Order,order
412281686,425601425,Local Rule 3.2 Annual Reminder Order,order
412281687,425601426,Local Rule 3.2 Annual Reminder Order,order
412281688,425601427,Local Rule 3.2 Annual Reminder Order,order
412281689,425601428,Local Rule 3.2 Annual Reminder Order,order
412281690,425601429,Local Rule 3.2 Annual Reminder Order,order
412281691,425601430,Local Rule 3.2 Annual Reminder Order,order
412281692,425601431,Local Rule 3.2 Annual Reminder Order,order
412281693,425601432,Local Rule 3.2 Annual Reminder Order,order
412281694,425601433,Briefing Schedule,other
412281695,425601434,Local Rule 3.2 Annual Reminder Order,order
412281696,425601435,Local Rule 3.2 Annual Reminder Order,order
412281697,425601436,Local Rule 3.2 Annual Reminder Order,order
412281698,425601437,Local Rule 3.2 Annual Reminder Order,order
412281699,425601438,Local Rule 3.2 Annual Reminder Order,order
412281700,425601439,Local Rule 3.2 Annual Reminder Order,order
412281701,425601440,Local Rule 3.2 Annual Reminder Order,order
412281702,425601441,Local Rule 3.2 Annual Reminder Order,order
412281703,425601442,Local Rule 3.2 Annual Reminder Order,order
412281704,425601443,Local Rule 3.2 Annual Reminder Order,order
412281665,425601404,Local Rule 3.2 Annual Reminder Order,order
412281666,425601405,Local Rule 3.2 Annual Reminder Order,order
412281667,425601406,Local Rule 3.2 Annual Reminder Order,order
412281668,425601407,Local Rule 3.2 Annual Reminder Order,order
412281669,425601408,Local Rule 3.2 Annual Reminder Order,order
412281670,425601409,Local Rule 3.2 Annual Reminder Order,order
412281671,425601410,Local Rule 3.2 Annual Reminder Order,order
412281672,425601411,Local Rule 3.2 Annual Reminder Order,order
412281673,425601412,Local Rule 3.2 Annual Reminder Order,order
412281674,425601413,Local Rule 3.2 Annual Reminder Order,order
412281675,425601414,Local Rule 3.2 Annual Reminder Order,order
412281676,425601415,Local Rule 3.2 Annual Reminder Order,order
412281677,425601416,Order,order
412281678,425601417,Local Rule 3.2 Annual Reminder Order,order
412281679,425601418,Local Rule 3.2 Annual Reminder Order,order
412281680,425601419,Local Rule 3.2 Annual Reminder Order,order
412281681,425601420,Local Rule 3.2 Annual Reminder Order,order
412281682,425601421,Local Rule 3.2 Annual Reminder Order,order
412281683,425601422,Local Rule 3.2 Annual Reminder Order,order
412281684,425601423,Local Rule 3.2 Annual Reminder Order,order
412281645,425601384,Local Rule 3.2 Annual Reminder Order,order
412281646,425601385,Local Rule 3.2 Annual Reminder Order,order
412281647,425601386,Local Rule 3.2 Annual Reminder Order,order
412281648,425601387,Local Rule 3.2 Annual Reminder Order,order
412281649,425601388,Local Rule 3.2 Annual Reminder Order,order
412281650,425601389,Local Rule 3.2 Annual Reminder Order,order
412281651,425601390,Local Rule 3.2 Annual Reminder Order,order
412281652,425601391,Local Rule 3.2 Annual Reminder Order,order
412281653,425601392,Local Rule 3.2 Annual Reminder Order,order
412281654,425601393,Local Rule 3.2 Annual Reminder Order,order
412281655,425601394,Local Rule 3.2 Annual Reminder Order,order
412281656,425601395,Local Rule 3.2 Annual Reminder Order,order
412281657,425601396,Local Rule 3.2 Annual Reminder Order,order
412281658,425601397,Local Rule 3.2 Annual Reminder Order,order
412281659,425601398,Local Rule 3.2 Annual Reminder Order,order
412281660,425601399,Local Rule 3.2 Annual Reminder Order,order
412281661,425601400,Local Rule 3.2 Annual Reminder Order,order
412281662,425601401,Local Rule 3.2 Annual Reminder Order,order
412281663,425601402,Local Rule 3.2 Annual Reminder Order,order
412281664,425601403,Local Rule 3.2 Annual Reminder Order,order
412281625,425601364,Local Rule 3.2 Annual Reminder Order,order
412281626,425601365,Local Rule 3.2 Annual Reminder Order,order
412281627,425601366,Local Rule 3.2 Annual Reminder Order,order
412281628,425601367,Local Rule 3.2 Annual Reminder Order,order
412281629,425601368,Local Rule 3.2 Annual Reminder Order,order
412281630,425601369,Local Rule 3.2 Annual Reminder Order,order
412281631,425601370,Local Rule 3.2 Annual Reminder Order,order
412281632,425601371,Local Rule 3.2 Annual Reminder Order,order
412281633,425601372,Local Rule 3.2 Annual Reminder Order,order
412281634,425601373,Local Rule 3.2 Annual Reminder Order,order
412281635,425601374,Local Rule 3.2 Annual Reminder Order,order
412281636,425601375,Local Rule 3.2 Annual Reminder Order,order
412281637,425601376,Local Rule 3.2 Annual Reminder Order,order
412281638,425601377,Local Rule 3.2 Annual Reminder Order,order
412281639,425601378,Local Rule 3.2 Annual Reminder Order,order
412281640,425601379,Local Rule 3.2 Annual Reminder Order,order
412281641,425601380,Local Rule 3.2 Annual Reminder Order,order
412281642,425601381,Local Rule 3.2 Annual Reminder Order,order
412281643,425601382,Local Rule 3.2 Annual Reminder Order,order
412281644,425601383,Local Rule 3.2 Annual Reminder Order,order
412281605,425601344,Local Rule 3.2 Annual Reminder Order,order
412281606,425601345,Local Rule 3.2 Annual Reminder Order,order
412281607,425601346,Local Rule 3.2 Annual Reminder Order,order
412281608,425601347,Local Rule 3.2 Annual Reminder Order,order
412281609,425601348,Local Rule 3.2 Annual Reminder Order,order
412281610,425601349,Local Rule 3.2 Annual Reminder Order,order
412281611,425601350,Local Rule 3.2 Annual Reminder Order,order
412281612,425601351,Local Rule 3.2 Annual Reminder Order,order
412281613,425601352,Local Rule 3.2 Annual Reminder Order,order
412281614,425601353,Local Rule 3.2 Annual Reminder Order,order
412281615,425601354,Local Rule 3.2 Annual Reminder Order,order
412281616,425601355,Local Rule 3.2 Annual Reminder Order,order
412281617,425601356,Local Rule 3.2 Annual Reminder Order,order
412281618,425601357,Local Rule 3.2 Annual Reminder Order,order
412281619,425601358,Local Rule 3.2 Annual Reminder Order,order
412281620,425601359,Local Rule 3.2 Annual Reminder Order,order
412281621,425601360,Local Rule 3.2 Annual Reminder Order,order
412281622,425601361,Local Rule 3.2 Annual Reminder Order,order
412281623,425601362,Local Rule 3.2 Annual Reminder Order,order
412281624,425601363,Local Rule 3.2 Annual Reminder Order,order
412281585,425601324,Local Rule 3.2 Annual Reminder Order,order
412281586,425601325,Local Rule 3.2 Annual Reminder Order,order
412281587,425601326,Local Rule 3.2 Annual Reminder Order,order
412281588,425601327,Local Rule 3.2 Annual Reminder Order,order
412281589,425601328,Local Rule 3.2 Annual Reminder Order,order
412281590,425601329,Local Rule 3.2 Annual Reminder Order,order
412281591,425601330,Local Rule 3.2 Annual Reminder Order,order
412281592,425601331,Local Rule 3.2 Annual Reminder Order,order
412281593,425601332,Local Rule 3.2 Annual Reminder Order,order
412281594,425601333,Local Rule 3.2 Annual Reminder Order,order
412281595,425601334,Local Rule 3.2 Annual Reminder Order,order
412281596,425601335,Local Rule 3.2 Annual Reminder Order,order
412281597,425601336,Local Rule 3.2 Annual Reminder Order,order
412281598,425601337,Local Rule 3.2 Annual Reminder Order,order
412281599,425601338,Local Rule 3.2 Annual Reminder Order,order
412281600,425601339,Local Rule 3.2 Annual Reminder Order,order
412281601,425601340,Local Rule 3.2 Annual Reminder Order,order
412281602,425601341,Local Rule 3.2 Annual Reminder Order,order
412281603,425601342,Local Rule 3.2 Annual Reminder Order,order
412281604,425601343,Local Rule 3.2 Annual Reminder Order,order
412281565,425601304,Local Rule 3.2 Annual Reminder Order,order
412281566,425601305,Local Rule 3.2 Annual Reminder Order,order
412281567,425601306,Local Rule 3.2 Annual Reminder Order,order
412281568,425601307,Local Rule 3.2 Annual Reminder Order,order
412281569,425601308,Local Rule 3.2 Annual Reminder Order,order
412281570,425601309,Local Rule 3.2 Annual Reminder Order,order
412281571,425601310,Local Rule 3.2 Annual Reminder Order,order
412281572,425601311,Local Rule 3.2 Annual Reminder Order,order
412281573,425601312,Local Rule 3.2 Annual Reminder Order,order
412281574,425601313,Local Rule 3.2 Annual Reminder Order,order
412281575,425601314,Local Rule 3.2 Annual Reminder Order,order
412281576,425601315,Local Rule 3.2 Annual Reminder Order,order
412281577,425601316,Local Rule 3.2 Annual Reminder Order,order
412281578,425601317,Local Rule 3.2 Annual Reminder Order,order
412281579,425601318,Local Rule 3.2 Annual Reminder Order,order
412281580,425601319,Local Rule 3.2 Annual Reminder Order,order
412281581,425601320,Local Rule 3.2 Annual Reminder Order,order
412281582,425601321,Local Rule 3.2 Annual Reminder Order,order
412281583,425601322,Local Rule 3.2 Annual Reminder Order,order
412281584,425601323,Local Rule 3.2 Annual Reminder Order,order
412281545,425601284,Local Rule 3.2 Annual Reminder Order,order
412281546,425601285,Local Rule 3.2 Annual Reminder Order,order
412281547,425601286,Local Rule 3.2 Annual Reminder Order,order
412281548,425601287,Local Rule 3.2 Annual Reminder Order,order
412281549,425601288,Local Rule 3.2 Annual Reminder Order,order
412281550,425601289,Local Rule 3.2 Annual Reminder Order,order
412281551,425601290,Local Rule 3.2 Annual Reminder Order,order
412281552,425601291,Local Rule 3.2 Annual Reminder Order,order
412281553,425601292,Local Rule 3.2 Annual Reminder Order,order
412281554,425601293,Local Rule 3.2 Annual Reminder Order,order
412281555,425601294,Local Rule 3.2 Annual Reminder Order,order
412281556,425601295,Local Rule 3.2 Annual Reminder Order,order
412281557,425601296,Local Rule 3.2 Annual Reminder Order,order
412281558,425601297,Local Rule 3.2 Annual Reminder Order,order
412281559,425601298,Local Rule 3.2 Annual Reminder Order,order
412281560,425601299,Local Rule 3.2 Annual Reminder Order,order
412281561,425601300,Local Rule 3.2 Annual Reminder Order,order
412281562,425601301,Local Rule 3.2 Annual Reminder Order,order
412281563,425601302,Local Rule 3.2 Annual Reminder Order,order
412281564,425601303,Local Rule 3.2 Annual Reminder Order,order
412281525,425601264,Local Rule 3.2 Annual Reminder Order,order
412281526,425601265,Local Rule 3.2 Annual Reminder Order,order
412281527,425601266,Local Rule 3.2 Annual Reminder Order,order
412281528,425601267,Local Rule 3.2 Annual Reminder Order,order
412281529,425601268,Local Rule 3.2 Annual Reminder Order,order
412281530,425601269,Local Rule 3.2 Annual Reminder Order,order
412281531,425601270,Local Rule 3.2 Annual Reminder Order,order
412281532,425601271,Local Rule 3.2 Annual Reminder Order,order
412281533,425601272,Local Rule 3.2 Annual Reminder Order,order
412281534,425601273,Local Rule 3.2 Annual Reminder Order,order
412281535,425601274,Local Rule 3.2 Annual Reminder Order,order
412281536,425601275,Local Rule 3.2 Annual Reminder Order,order
412281537,425601276,Local Rule 3.2 Annual Reminder Order,order
412281538,425601277,Local Rule 3.2 Annual Reminder Order,order
412281539,425601278,Local Rule 3.2 Annual Reminder Order,order
412281540,425601279,Local Rule 3.2 Annual Reminder Order,order
412281541,425601280,Local Rule 3.2 Annual Reminder Order,order
412281542,425601281,Local Rule 3.2 Annual Reminder Order,order
412281543,425601282,Local Rule 3.2 Annual Reminder Order,order
412281544,425601283,Local Rule 3.2 Annual Reminder Order,order
412281505,425601244,Local Rule 3.2 Annual Reminder Order,order
412281506,425601245,Local Rule 3.2 Annual Reminder Order,order
412281507,425601246,Local Rule 3.2 Annual Reminder Order,order
412281508,425601247,Local Rule 3.2 Annual Reminder Order,order
412281509,425601248,Local Rule 3.2 Annual Reminder Order,order
412281510,425601249,Local Rule 3.2 Annual Reminder Order,order
412281511,425601250,Local Rule 3.2 Annual Reminder Order,order
412281512,425601251,Local Rule 3.2 Annual Reminder Order,order
412281513,425601252,Local Rule 3.2 Annual Reminder Order,order
412281514,425601253,Local Rule 3.2 Annual Reminder Order,order
412281515,425601254,Local Rule 3.2 Annual Reminder Order,order
412281516,425601255,Local Rule 3.2 Annual Reminder Order,order
412281517,425601256,Local Rule 3.2 Annual Reminder Order,order
412281518,425601257,Local Rule 3.2 Annual Reminder Order,order
412281519,425601258,Local Rule 3.2 Annual Reminder Order,order
412281520,425601259,Local Rule 3.2 Annual Reminder Order,order
412281521,425601260,Local Rule 3.2 Annual Reminder Order,order
412281522,425601261,Local Rule 3.2 Annual Reminder Order,order
412281523,425601262,Local Rule 3.2 Annual Reminder Order,order
412281524,425601263,Local Rule 3.2 Annual Reminder Order,order
412281485,425601224,Local Rule 3.2 Annual Reminder Order,order
412281486,425601225,Local Rule 3.2 Annual Reminder Order,order
412281487,425601226,Local Rule 3.2 Annual Reminder Order,order
412281488,425601227,Local Rule 3.2 Annual Reminder Order,order
412281489,425601228,Local Rule 3.2 Annual Reminder Order,order
412281490,425601229,Local Rule 3.2 Annual Reminder Order,order
412281491,425601230,Local Rule 3.2 Annual Reminder Order,order
412281492,425601231,Local Rule 3.2 Annual Reminder Order,order
412281493,425601232,Local Rule 3.2 Annual Reminder Order,order
412281494,425601233,Local Rule 3.2 Annual Reminder Order,order
412281495,425601234,Local Rule 3.2 Annual Reminder Order,order
412281496,425601235,Local Rule 3.2 Annual Reminder Order,order
412281497,425601236,Local Rule 3.2 Annual Reminder Order,order
412281498,425601237,Local Rule 3.2 Annual Reminder Order,order
412281499,425601238,Local Rule 3.2 Annual Reminder Order,order
412281500,425601239,Local Rule 3.2 Annual Reminder Order,order
412281501,425601240,Local Rule 3.2 Annual Reminder Order,order
412281502,425601241,Local Rule 3.2 Annual Reminder Order,order
412281503,425601242,Local Rule 3.2 Annual Reminder Order,order
412281504,425601243,Local Rule 3.2 Annual Reminder Order,order
412281465,425601204,Local Rule 3.2 Annual Reminder Order,order
412281466,425601205,Local Rule 3.2 Annual Reminder Order,order
412281467,425601206,Local Rule 3.2 Annual Reminder Order,order
412281468,425601207,Local Rule 3.2 Annual Reminder Order,order
412281469,425601208,Local Rule 3.2 Annual Reminder Order,order
412281470,425601209,Local Rule 3.2 Annual Reminder Order,order
412281471,425601210,Local Rule 3.2 Annual Reminder Order,order
412281472,425601211,Local Rule 3.2 Annual Reminder Order,order
412281473,425601212,Local Rule 3.2 Annual Reminder Order,order
412281474,425601213,Local Rule 3.2 Annual Reminder Order,order
412281475,425601214,Local Rule 3.2 Annual Reminder Order,order
412281476,425601215,Local Rule 3.2 Annual Reminder Order,order
412281477,425601216,Local Rule 3.2 Annual Reminder Order,order
412281478,425601217,Local Rule 3.2 Annual Reminder Order,order
412281479,425601218,Local Rule 3.2 Annual Reminder Order,order
412281480,425601219,Local Rule 3.2 Annual Reminder Order,order
412281481,425601220,Local Rule 3.2 Annual Reminder Order,order
412281482,425601221,Local Rule 3.2 Annual Reminder Order,order
412281483,425601222,Local Rule 3.2 Annual Reminder Order,order
412281484,425601223,Local Rule 3.2 Annual Reminder Order,order
412281445,425601184,Local Rule 3.2 Annual Reminder Order,order
412281446,425601185,Local Rule 3.2 Annual Reminder Order,order
412281447,425601186,Local Rule 3.2 Annual Reminder Order,order
412281448,425601187,Local Rule 3.2 Annual Reminder Order,order
412281449,425601188,Local Rule 3.2 Annual Reminder Order,order
412281450,425601189,Local Rule 3.2 Annual Reminder Order,order
412281451,425601190,Local Rule 3.2 Annual Reminder Order,order
412281452,425601191,Local Rule 3.2 Annual Reminder Order,order
412281453,425601192,Local Rule 3.2 Annual Reminder Order,order
412281454,425601193,Local Rule 3.2 Annual Reminder Order,order
412281455,425601194,Local Rule 3.2 Annual Reminder Order,order
412281456,425601195,Local Rule 3.2 Annual Reminder Order,order
412281457,425601196,Local Rule 3.2 Annual Reminder Order,order
412281458,425601197,Local Rule 3.2 Annual Reminder Order,order
412281459,425601198,Local Rule 3.2 Annual Reminder Order,order
412281460,425601199,Local Rule 3.2 Annual Reminder Order,order
412281461,425601200,Local Rule 3.2 Annual Reminder Order,order
412281462,425601201,Local Rule 3.2 Annual Reminder Order,order
412281463,425601202,Local Rule 3.2 Annual Reminder Order,order
412281464,425601203,Local Rule 3.2 Annual Reminder Order,order
412281425,425601164,Notice of Impending Dismissal,other
412281426,425601165,Notice of Impending Dismissal,other
412281427,425601166,Notice of Impending Dismissal,other
412281428,425601167,Entry of Appearance and Request for Notice,other
412281429,425601168,Sentencing Submission,motion
412281430,425601169,Conference,other
412281431,425601170,Extension of Time to File Response/Reply,motion
412281432,425601171,Letter,other
412281433,425601172,Exhibit List,other
412281434,,STATUS Report by Jun Fang,other
412281435,425601174,Denying 13 Confirmation,other
412281436,425601175,Denying 13 Confirmation,other
412281437,425601176,Denying 13 Confirmation,other
412281438,425601177,Order to Show Cause for Tax Returns,order
412281439,425601178,Objections to Report and Recommendations,motion
412281440,425601179,Reply,motion
412281441,425601180,Appellants Brief,motion
412281442,425601181,Judgment ,judgment
412281443,425601182,Judgment ,judgment
412281444,425601183,Judgment ,judgment
412281405,425601144,Case Management Statement,other
412281406,425601145,Summons Issued as to USA,other
412281407,425601146,Initial Case Management Scheduling Order with ADR Deadlines,order
412281408,425601147,Dismiss for Failure to State a Claim,motion
412281409,425601148,Leave to File Document,motion
412281410,425601149,Continue,other
412281411,425601150,Certificate of Service [Attorney,other
412281412,425601151,Notice to Withdraw Document,other
412281413,425601152,Modified Chapter 13 Plan,other
412281414,425601153,Auto Assignment of Meeting of Creditors 7,other
412281415,425601154,Auto Assignment of Meeting of Creditors 7,other
412281416,425601155,Auto Assignment of Meeting of Creditors 7,other
412281417,425601156,Auto Assignment of Meeting of Creditors 7,other
412281418,425601157,Auto Assignment of Meeting of Creditors 7,other
412281419,425601158,Auto Assignment of Meeting of Creditors 7,other
412281420,425601159,Auto Assignment of Meeting of Creditors 7,other
412281421,425601160,Notice,other
412281422,425601161,Alias Summons,other
412281423,425601162,Notice of Impending Dismissal,other
412281424,425601163,Notice of Impending Dismissal,other
412281385,425601121,"Modification of Plan, No Adverse Effect, Stipulated, and/or Notice",other
412281386,425601122,Auto Assignment Meeting of Creditors 7,other
412281387,425601123,Statement About Your Social Security Numbers (Form 121),other
412281388,425601124,Certificate of Credit Counseling,other
412281389,425601125,Pay Filing Fees in Installments (Form 103A),other
412281390,425601128,Chapter 7 Statement of Your Current Monthly Income (Form 122A-1)/(122A-1Supp),other
412281391,425601129,none,other
412281392,425601130,Attorney Fees,other
412281393,425601131,Certificate of Credit Counseling,other
412281394,425601132,Withdraw as Attorney,other
412281395,425601134,Statement About Your Social Security Numbers (Form 121),other
412281396,425601133,Civil Cover Sheet (CV-71),other
412281397,425601135,Voluntary Petition (Chapter 7a),pleading
412281398,425601136,Civil Cover Sheet (CV-71),other
412281399,425601137,Joint Report Rule 26(f) Discovery Plan,other
412281400,425601138,Voluntary Petition (Chapter 7a),pleading
412281401,425601139,Amended Complaint/Petition,pleading
412281402,425601140,Reply (Motion related),motion
412281403,425601141,Reply to Opposition/Response,motion
412281404,425601143,Status Report,other
412281365,425601101,Certificate of Credit Counseling,other
412281366,425601102,341 Meeting of Creditors (Ch 7 No Asset Individual),other
412281367,425601103,Chapter 7 Statements - Monthly Income (122A-1) / Exemption Presumption of Abuse (122A-1Supp),other
412281368,425601104,341 Meeting of Creditors (Ch 7 No Asset Individual),other
412281369,425601105,Statement of Social Security Number (Form 121),other
412281370,425601106,341 Meeting of Creditors (Ch 7 No Asset Individual),other
412281371,425601107,Voluntary Petition (Chapter 7),pleading
412281372,425601108,341 Meeting of Creditors (Ch 7 No Asset Individual),other
412281373,425601109,341 Meeting of Creditors (Ch 7 No Asset Individual),other
412281374,425601110,341 Meeting of Creditors (Ch 7 No Asset Individual),other
412281375,425601111,341 Meeting of Creditors (Ch 7 No Asset Individual),other
412281376,425601112,341 Meeting of Creditors (Ch 7 No Asset Individual),other
412281377,425601113,341 Meeting of Creditors (Ch 7 No Asset Individual),other
412281378,425601114,341 Meeting of Creditors (Ch 7 No Asset Individual),other
412281379,425601115,341 Meeting of Creditors (Ch 7 No Asset Individual),other
412281380,425601116,341 Meeting of Creditors (Ch 7 No Asset Individual),other
412281381,425601117,341 Meeting of Creditors (Ch 7 No Asset Individual),other
412281382,425601118,341 Meeting of Creditors (Ch 7 No Asset Individual),other
412281383,425601119,Notice to Court of Intent to Argue (no PDF),other
412281384,425601120,Declaration,declaration
412281345,425601081,341 Meeting of Creditors (Ch 13),other
412281346,425601082,341 Meeting of Creditors (Ch 13),other
412281347,425601083,341 Meeting of Creditors (Ch 13),other
412281348,425601084,341 Meeting of Creditors (Ch 13),other
412281349,425601085,341 Meeting of Creditors (Ch 13),other
412281350,425601086,341 Meeting of Creditors (Ch 13),other
412281351,425601087,341 Meeting of Creditors (Ch 13),other
412281352,425601088,341 Meeting of Creditors (Ch 13),other
412281353,425601089,341 Meeting of Creditors (Ch 13),other
412281354,425601090,Proof of Service (BK),other
412281355,425601091,341 Meeting of Creditors (Ch 13),other
412281356,425601092,341 Meeting of Creditors (Ch 13),other
412281357,425601093,Motion for Turnover of Property,other
412281358,425601094,341 Meeting of Creditors (Ch 13),other
412281359,425601095,Pro Bono Representation of Debtor,other
412281360,425601097,341 Meeting of Creditors (Ch 13),other
412281361,425601096,Matrix List of Creditors,other
412281362,425601098,Pro Bono Representation of Debtor,other
412281363,425601099,Auto-Docket of Credit Card,other
412281364,425601100,341 Meeting of Creditors (Ch 7 No Asset Individual),other
412281325,425601061,Meeting of Creditors 7 (No Asset),other
412281326,425601062,Meeting of Creditors 7 (No Asset),other
412281327,425601063,Amended Chapter 13 Plan,other
412281328,425601064,Meeting of Creditors 7 (No Asset),other
412281329,425601065,Meeting of Creditors 7 (No Asset),other
412281330,425601066,Amended Chapter 13 Plan,other
412281331,425601067,Meeting of Creditors 7 (No Asset),other
412281332,425601068,Meeting of Creditors 7 (No Asset),other
412281333,425601069,Meeting of Creditors 7 (No Asset),other
412281334,425601070,Debtor's notice of 341(a) mtg - Chapter 13,other
412281335,425601071,Meeting of Creditors 7 (No Asset),other
412281336,425601072,Response,motion
412281337,425601073,Summons Service Executed,other
412281338,425601074,Meeting of Creditors 7 (No Asset),other
412281339,425601075,Meeting of Creditors 7 (No Asset),other
412281340,425601076,Meeting of Creditors 7 (No Asset),other
412281341,425601077,Meeting of Creditors 7 (No Asset),other
412281342,425601078,Meeting of Creditors 7 (No Asset),other
412281343,425601079,Certificate of Debtor Education,other
412281344,425601080,Personal Financial Management Course,other
412281305,425601041,Document,other
412281306,425601042,Document,other
412281307,425601043,Auto-Docket of Credit Card Payment,other
412281308,425601044,Document,other
412281309,425601045,1Voluntary Petition (Chapter 7) (338.00 fee),pleading
412281310,425601046,Document,other
412281311,425601047,Meeting of Creditors 13,other
412281312,425601048,Document,other
412281313,425601049,Meeting of Creditors 13,other
412281314,425601050,Document,other
412281315,425601051,Meeting of Creditors 13,other
412281316,425601052,Document,other
412281317,425601053,Meeting of Creditors 13,other
412281318,425601054,Document AND Document,other
412281319,425601055,Meeting of Creditors 7 (No Asset),other
412281320,425601056,Document,other
412281321,425601057,Meeting of Creditors 7 (No Asset),other
412281322,425601058,Meeting of Creditors 7 (No Asset),other
412281323,425601059,Document,other
412281324,425601060,Meeting of Creditors 7 (No Asset),other
412281285,425601021,Notice of Deficiency Financial Management Course,other
412281286,425601022,Discharging Chapter 12/13 Trustee After Case Dismissal and Final Decree,other
412281287,425601023,Discharging Chapter 12/13 Trustee and Final Decree After Case Completion,other
412281288,425601024,Document,other
412281289,425601025,Document,other
412281290,425601026,Document,other
412281291,425601027,Document,other
412281292,425601028,Document,other
412281293,425601029,Document,other
412281294,425601030,Document,other
412281295,425601031,Document,other
412281296,425601032,Document,other
412281297,425601033,Document,other
412281298,425601034,Document,other
412281299,425601035,Document,other
412281300,425601036,Motion to Borrow/Incur Debt,motion
412281301,425601037,Document,other
412281302,425601038,Document,other
412281303,425601039,Document,other
412281304,425601040,Discharging Debtor(s) - D7A formerly DN7,other
412281265,,"NOTICE OF WITHDRAWAL OF COUNSEL of Kent R. Christensen filed by Kent R. Christensen on behalf of Paul Christensen(an individual), Fiberwave Technologies, Dean North, Steven Tweedie (Christensen, Kent) (Entered: 04/13/2021)",other
412281266,,"ANSWER to 130 Counterclaim filed by Craig Hutchinson, Vicidiem.(Scott, Jared) (Entered: 05/14/2021)",pleading
412281267,,"MEMORANDUM in Opposition re 132 MOTION TO DISMISS FOR FAILURE TO STATE A CLAIM and Memorandum in Support filed by Defendants Paul Christensen, Fiberwave Technologies. (Christensen, Roger) (Entered: 06/09/2021)",motion
412281268,,"NOTICE of Change of Address by Jared D. Scott (Scott, Jared) (Entered: 06/14/2021)",other
412281269,,"SUBSTITUTION OF COUNSEL Cole P. Crowther replacing Jared D. Scott; Jacob D Barney and Blake D. Miller as counsel on behalf of Vicidiem. (Crowther, Cole) (Entered: 06/18/2021)",other
412281270,,"REPLY to Response to Motion re 132 MOTION TO DISMISS FOR FAILURE TO STATE A CLAIM and Memorandum in Support filed by Counter Defendant Craig Hutchinson. (Scott, Jared) (Entered: 07/07/2021)",motion
412281271,,Deadlines/Hearings terminated. Status conference set at 106 for 8/5/2021 is terminated due to new scheduling order at 126 . (tcs),other
412281272,,Set/Reset Hearings: Scheduling Conference set for 3/10/2022 at 02:45 PM in Rm 8.300 before Judge David Barlow per scheduling order at 126 .(tcs),other
412281273,,"NOTICE of Settlement by Paul Christensen, Fiberwave Technologies, Dean North, Steven Tweedie (Christensen, Roger) (Entered: 08/06/2021)",other
412281274,,"DOCKET TEXT ORDER finding as moot 132 Motion to Dismiss for Failure to State a Claim. On August 6, 2021, the parties filed a tentative Notice of Settlement 140 . As such, the court finds the Motion to Dismiss 132 moot and dismisses the Motion without prejudice. Signed by Judge David Barlow on 9/23/21. No attached document. (ep) (Entered: 09/23/2021)",order
412281275,,"STIPULATION of Dismissal with Prejudice by Vicidiem. (Orme, Matthew) (Entered: 10/25/2021)",other
412281276,,Civil Case Terminated per 142 . Magistrate Judge Dustin B. Pead no longer assigned to case. (jl),other
412281277,425601013,attorney appearance,other
412281278,425601014,attorney appearance,other
412281279,425601015,notice of voluntary dismissal,other
412281280,425601016,notice of voluntary dismissal,other
412281281,425601017,Order Re Ch 13 Plan and Adequate Protection Payments,order
412281282,425601018,Discharging Chapter 12/13 Trustee and Final Decree After Case Completion,other
412281283,425601019,Notice of Deficiency Financial Management Course,other
412281284,425601020,Notice of Deficiency Financial Management Course,other
412281245,,"AFFIDAVIT/DECLARATION of Declaration in Opposition re 92 MOTION to Disqualify Counsel and Memorandum in Support filed by Counter Claimant Paul Christensen, Defendant Fiberwave Technologies. (Christensen, Kent) (Entered: 03/20/2020)",declaration
412281246,,"AFFIDAVIT/DECLARATION of Declaration in Opposition re 92 MOTION to Disqualify Counsel and Memorandum in Support filed by Counter Claimant Paul Christensen, Defendant Fiberwave Technologies. (Christensen, Kent) (Entered: 03/20/2020)",declaration
412281247,,"REPLY to Response to Motion re 92 MOTION to Disqualify Counsel and Memorandum in Support filed by Plaintiffs Craig Hutchinson, Vicidiem. (Attachments: # 1 Exhibit A (Emails))(Scott, Jared) (Entered: 04/03/2020)",motion
